order,container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
2706,ZSYL6079865,LWXJ,TS,change,2023,10,7A,27,5,3,7A,27,7,4,999,F,45,251,2023-03-29 14:54:45
2707,TLDV9617336,APTB,TS,change,2023,10,7B,17,8,3,7B,17,9,3,999,F,45,252,2023-03-29 14:52:51
2708,EEPF2784520,TPCT,TS,change,2023,14,7C,11,1,4,7C,11,3,5,999,F,45,253,2023-03-29 14:56:05
2709,HONQ8263043,IYDE,TS,change,2023,4,7A,27,5,2,7A,27,3,5,999,F,45,251,2023-03-29 14:55:09
2710,KIGY4141491,ODLQ,GD,unload,2023,21,8A,25,4,3,8A,25,0,0,999,F,45,255,2023-03-29 14:56:46
2711,MBOR5410094,TDJI,TS,change,2023,8,7B,17,8,2,7B,17,9,4,999,F,45,252,2023-03-29 14:56:01
2712,YYTY7116726,YOSU,TS,change,2023,9,8B,23,5,5,8B,23,4,4,999,F,45,256,2023-03-29 14:54:41
2713,LHFR1873556,XRWU,TS,change,2023,14,7C,13,7,3,7C,13,8,5,999,F,45,253,2023-03-29 14:57:29
2714,LXQD7339057,RZSG,TS,change,2023,21,8A,27,6,5,8A,27,8,2,999,F,45,255,2023-03-29 14:57:43
2715,UGVY3557492,YOSU,TS,change,2023,9,8B,23,5,4,8B,23,4,5,999,F,45,256,2023-03-29 14:57:41
2716,RECM6972039,YOSU,TS,change,2023,8,7B,17,8,1,7B,17,1,5,999,F,45,252,2023-03-29 14:57:20
2717,AIKL2460505,TWYM,TS,change,2023,7,7A,19,5,5,7A,19,3,1,999,F,45,251,2023-03-29 14:58:46
2718,TMVN8330841,JTRC,TS,change,2023,7,8A,27,6,4,8A,27,8,3,999,F,45,255,2023-03-29 14:58:43
2719,BAMY8543550,GPGW,TS,change,2023,8,7C,15,2,5,7C,15,8,3,999,F,45,253,2023-03-29 15:00:35
2720,VSAC0948328,YOSU,TS,change,2023,9,8B,23,5,3,8B,23,9,3,999,F,45,256,2023-03-29 15:00:37
2721,FGFZ1213950,UXAF,TS,change,2023,7,7B,17,5,5,7B,17,8,1,999,F,45,252,2023-03-29 14:58:01
2722,PUPT7562921,UXAF,TS,change,2023,7,7A,19,5,4,7A,19,3,2,999,F,43,251,2023-03-29 15:00:32
2723,JJTH0337213,NULK,GD,unload,2023,7,8C,20,6,3,8C,20,0,0,999,F,22,257,2023-03-29 15:01:37
2724,IIEA0174538,TWYM,TS,change,2023,7,8A,27,6,3,8A,27,8,4,999,F,45,255,2023-03-29 15:02:04
2725,EYSV9316866,GPGW,TS,change,2023,8,7C,15,2,4,7C,15,4,5,999,F,45,253,2023-03-29 15:00:36
2726,QLIX2076727,UXAF,TS,change,2023,7,7B,17,5,4,7B,17,8,2,999,F,45,252,2023-03-29 15:02:06
2727,BMKD2714126,JTRC,TS,change,2023,7,7A,19,5,3,7A,19,3,3,999,F,45,251,2023-03-29 15:01:34
2728,DWOI8732275,TPCT,GD,unload,2023,14,8B,23,5,2,8B,23,0,0,999,F,45,256,2023-03-29 15:02:43
2729,MEFO5278428,IYDE,TS,change,2023,4,8A,27,6,2,8A,27,1,5,999,F,45,255,2023-03-29 15:02:31
2730,ACWZ5871386,YOSU,TS,change,2023,8,7C,15,2,3,7C,15,8,4,999,F,45,253,2023-03-29 15:03:11
2731,KCUP0130086,UXAF,TS,change,2023,7,7B,17,5,3,7B,17,8,3,999,F,45,252,2023-03-29 15:03:19
2732,XVFI6807494,VXUR,TS,change,2023,8,7A,19,5,2,7A,19,3,4,999,F,45,251,2023-03-29 15:02:50
2733,SVBE7039443,RZSG,TS,change,2023,21,7D,12,5,4,7D,12,8,1,999,F,22,254,2023-03-29 15:03:51
2734,ECOS0462053,TDJI,GD,unload,2023,8,8D,30,9,3,8D,30,0,0,999,F,22,258,2023-03-29 15:02:08
2735,CMZO1049666,ODLQ,TS,change,2023,21,8B,25,3,4,8B,25,2,3,999,F,45,256,2023-03-29 15:05:30
2736,DJQR0678015,XQHP,TS,change,2023,13,8A,23,8,4,8A,23,7,4,999,F,45,255,2023-03-29 15:05:07
2737,GYJU3361797,IYDE,TS,change,2023,4,7B,9,4,5,7B,9,3,5,999,F,45,252,2023-03-29 15:05:38
2738,SNQJ5019375,XQHP,TS,change,2023,11,7C,17,4,5,7C,17,1,4,999,F,45,253,2023-03-29 15:05:06
2739,UQUH2880148,UXAF,GD,unload,2023,7,7A,19,5,1,7A,19,0,0,999,F,45,251,2023-03-29 15:07:00
2740,IOLI4042779,SSFG,TS,change,2023,15,8B,25,3,3,8B,25,2,4,999,F,45,256,2023-03-29 15:04:42
2741,XXDQ1201071,RMOD,TS,change,2023,6,8A,23,8,3,8A,23,7,5,999,F,45,255,2023-03-29 15:05:34
2742,HICV6543247,MPFG,TS,change,2023,9,7B,9,4,4,7B,9,1,3,999,F,45,252,2023-03-29 15:10:02
2743,PEJE4991905,UXAF,TS,change,2023,7,7D,12,5,3,7D,12,8,2,999,F,22,254,2023-03-29 15:05:34
2744,CSDR5654698,YOSU,TS,change,2023,9,8B,25,3,2,8B,25,9,2,999,F,45,256,2023-03-29 15:07:08
2745,DMBX9342977,TDJI,GD,unload,2023,8,8D,33,3,1,8D,33,0,0,999,F,22,258,2023-03-29 15:09:38
2746,GMPA5360531,RZSG,TS,change,2023,19,8A,23,8,2,8A,23,2,5,999,F,45,255,2023-03-29 15:07:12
2747,IJGB1167373,KMXV,TS,change,2023,15,7C,19,4,3,7C,19,9,3,999,F,45,253,2023-03-29 15:09:05
2748,CIVR6441963,YOSU,TS,change,2023,9,7B,9,4,3,7B,9,1,4,999,F,45,252,2023-03-29 15:06:47
2749,GFIK2442792,RZSG,GD,unload,2023,21,7D,12,5,2,7D,12,0,0,999,F,22,254,2023-03-29 15:08:41
2750,ESDQ1113619,XQHP,TS,change,2023,13,7B,9,4,2,7B,9,2,5,999,F,45,252,2023-03-29 15:10:14
2751,GSPT9809445,AIYA,GD,unload,2023,10,8D,33,8,3,8D,33,0,0,999,F,22,258,2023-03-29 15:10:46
2752,QNOZ0509645,IYDE,TS,change,2023,4,8A,23,8,1,8A,23,1,4,999,F,45,255,2023-03-29 15:09:56
2753,OZAC0667566,KMPN,TS,change,2023,19,7C,19,4,2,7C,19,9,4,999,F,45,253,2023-03-29 15:10:18
2754,FLYK6490240,ODLQ,TS,change,2023,21,7B,9,5,5,7B,9,4,2,999,F,45,252,2023-03-29 15:12:35
2755,CRHT8844648,YOSU,GD,unload,2023,9,8B,25,3,1,8B,25,0,0,999,F,45,256,2023-03-29 15:10:30
2756,NOPM3850555,NULK,TS,change,2023,7,8A,21,3,4,8A,21,5,5,999,F,45,255,2023-03-29 15:11:29
2757,UWPZ0781253,NULK,TS,change,2023,7,8D,28,7,2,8D,28,4,1,999,F,22,258,2023-03-29 15:12:43
2758,UWPZ0781253,NULK,TS,change,2023,7,8D,28,4,1,8D,28,1,3,999,F,22,258,2023-03-29 15:12:34
2759,EYVX0751075,AIYA,TS,change,2023,10,7B,9,7,5,7B,9,4,3,999,F,45,252,2023-03-29 15:12:45
2760,JSSP3914498,AMXM,GD,unload,2023,7,7A,7,3,2,7A,7,0,0,999,F,45,251,2023-03-29 15:13:43
2761,SRTQ9178312,KSMH,TS,change,2023,5,8A,21,3,3,8A,21,8,5,999,F,45,255,2023-03-29 15:13:40
2762,PZRE5010247,RRPF,GD,unload,2023,13,7C,15,2,2,7C,15,0,0,999,F,45,253,2023-03-29 15:12:57
2763,UWRT1635265,RMOD,TS,change,2023,6,7B,9,7,4,7B,9,4,4,999,F,45,252,2023-03-29 15:15:40
2764,RUUC7589884,LRBX,TS,change,2023,15,8C,10,8,3,8C,10,1,1,999,F,22,257,2023-03-29 15:14:53
2765,EJNH0699379,TDJI,GD,unload,2023,8,8D,28,7,1,8D,28,0,0,999,F,22,258,2023-03-29 15:15:48
2766,GCZL6216759,IYDE,TS,change,2023,4,8A,21,3,2,8A,21,1,5,999,F,45,255,2023-03-29 15:16:47
2767,CKQF2882454,RZSG,TS,change,2023,21,8D,1,3,3,8D,1,1,1,999,F,22,254,2023-03-29 15:15:55
2768,LAUT4315436,KMPN,TS,change,2023,19,7B,9,7,3,7B,9,4,5,999,F,45,252,2023-03-29 15:15:15
2769,RJPS6334943,LRBX,TS,change,2023,15,8C,10,8,2,8C,10,2,3,999,F,22,257,2023-03-29 15:17:36
2770,ENGX3617066,IYDE,TS,change,2023,4,8A,21,3,1,8A,21,9,5,999,F,45,255,2023-03-29 15:17:02
2771,CEBA4554872,UXAF,GD,unload,2023,7,7C,9,7,3,7C,9,0,0,999,F,45,253,2023-03-29 15:22:08
2772,QUHB1460970,AIYA,GD,unload,2023,10,8D,23,2,2,8D,23,0,0,999,F,22,258,2023-03-29 15:17:06
2773,WCXG2488762,TPCT,GD,unload,2023,14,8B,5,9,3,8B,5,0,0,999,F,45,256,2023-03-29 15:24:28
2774,IMQW0509161,SKBN,VU,load,2023,15,7A,9,0,0,7A,9,3,2,384,F,45,251,2023-03-29 15:19:41
2775,SOZQ4594134,WCSI,GD,unload,2023,6,8C,10,8,1,8C,10,0,0,999,F,22,257,2023-03-29 15:19:16
2776,DHMQ1902205,AIYA,TS,change,2023,8,8D,22,6,3,8D,22,2,1,999,F,22,258,2023-03-29 15:18:43
2777,LNGY2071421,RZSG,GD,unload,2023,21,8D,1,3,2,8D,1,0,0,999,F,22,254,2023-03-29 15:25:51
2778,DHMQ1902205,AIYA,TS,change,2023,8,8D,22,2,1,8D,22,9,1,999,F,22,258,2023-03-29 15:18:32
2779,CTYA7801079,YOSU,TS,change,2023,9,7B,29,1,4,7B,29,9,5,999,F,45,252,2023-03-29 15:20:46
2780,FRDQ7768622,XQHP,TS,change,2023,13,8B,9,4,5,8B,9,3,1,999,F,45,256,2023-03-29 15:25:58
2781,HNUY5785513,TPCT,TS,change,2023,14,7B,29,1,3,7B,29,2,5,999,F,45,252,2023-03-29 15:24:02
2782,HGOZ1584255,YOSU,TS,change,2023,9,7C,29,8,3,7C,29,1,3,999,F,45,253,2023-03-29 15:24:00
2783,EBUL7750325,XQHP,GD,unload,2023,13,8D,22,6,2,8D,22,0,0,999,F,22,258,2023-03-29 15:27:46
2784,QRAI9314983,JKPF,TS,change,2023,9,8B,9,4,4,8B,9,3,2,999,F,45,256,2023-03-29 15:22:32
2785,JDDZ0937942,UXAF,TS,change,2023,7,8D,2,1,3,8D,2,8,2,999,F,22,254,2023-03-29 15:24:26
2786,GUDG4720136,TPCT,TS,change,2023,14,7B,29,1,2,7B,29,5,3,999,F,45,252,2023-03-29 15:23:25
2787,HWVZ9420905,SSFG,TS,change,2023,13,8B,9,4,3,8B,9,3,3,999,F,45,256,2023-03-29 15:23:12
2788,YIGR0467057,XQHP,GD,unload,2023,13,8D,20,9,3,8D,20,0,0,999,F,22,258,2023-03-29 15:24:13
2789,NIEW7663309,YOSU,TS,change,2023,9,7C,29,8,2,7C,29,7,4,999,F,45,253,2023-03-29 15:23:38
2790,ENGX3617066,IYDE,TS,change,2023,4,8A,21,9,5,8A,21,3,1,999,F,45,255,2023-03-29 15:25:50
2791,MBQZ9095736,BWIK,GD,unload,2023,11,8B,9,4,2,8B,9,0,0,999,F,45,256,2023-03-29 15:25:00
2792,XQAX9306946,TPCT,GD,unload,2023,14,7B,29,1,1,7B,29,0,0,999,F,45,252,2023-03-29 15:25:42
2793,XQMQ6981249,RZSG,GD,unload,2023,21,8D,19,5,3,8D,19,0,0,999,F,22,258,2023-03-29 15:28:44
2794,CDMY1957913,RZSG,GD,unload,2023,21,8D,2,1,2,8D,2,0,0,999,F,22,254,2023-03-29 15:29:42
2795,IXIV8226945,RMOD,GD,unload,2023,6,7C,29,8,1,7C,29,0,0,999,F,45,253,2023-03-29 15:28:00
2796,PDIC3268017,TWYM,TS,change,2023,7,8D,16,6,3,8D,16,8,2,999,F,22,258,2023-03-29 15:29:44
2797,SHLK9260499,NULK,TS,change,2023,7,8B,17,8,5,8B,17,7,5,999,F,45,256,2023-03-29 15:30:19
2798,PDIC3268017,TWYM,TS,change,2023,7,8D,16,8,2,8D,16,5,1,999,F,22,258,2023-03-29 15:29:17
2799,DFYV0192445,ZKIE,GD,unload,2023,13,8A,21,9,4,8A,21,0,0,999,F,45,255,2023-03-29 15:30:00
2800,TQCR1122949,MZPH,TS,change,2023,9,8D,2,7,3,8D,2,1,2,999,F,22,254,2023-03-29 15:31:13
2801,CBOJ5311542,RZSG,TS,change,2023,21,7C,29,3,3,7C,29,2,4,999,F,45,253,2023-03-29 15:31:32
2802,AKLZ5861971,YOSU,GD,unload,2023,9,7B,27,6,5,7B,27,0,0,999,F,45,252,2023-03-29 15:29:31
2803,ACEG5262959,AIYA,GD,unload,2023,10,8D,16,6,2,8D,16,0,0,999,F,22,258,2023-03-29 15:38:58
2804,NFGE9309494,RZSG,TS,change,2023,21,8A,19,7,5,8A,19,1,5,999,F,45,255,2023-03-29 15:32:35
2805,CDXM2773744,YOSU,GD,unload,2023,9,8B,17,8,4,8B,17,0,0,999,F,45,256,2023-03-29 15:33:48
2806,NCQP4102508,UXAF,TS,change,2023,7,7B,23,2,4,7B,23,4,3,999,F,45,252,2023-03-29 15:33:15
2807,GMBV0032645,MZPH,GD,unload,2023,9,8D,2,7,2,8D,2,0,0,999,F,22,254,2023-03-29 15:32:00
2808,QFCG4441409,YOSU,GD,unload,2023,9,7C,29,3,2,7C,29,0,0,999,F,45,253,2023-03-29 15:34:51
2809,GNTD1049439,AIYA,GD,unload,2023,10,8D,17,9,2,8D,17,0,0,999,F,22,258,2023-03-29 15:34:18
2810,XHOY6042533,MDHF,TS,change,2023,17,7B,23,2,3,7B,23,4,4,999,F,45,252,2023-03-29 15:35:44
2811,ORTY5100794,TPCT,GD,unload,2023,14,8A,19,5,3,8A,19,0,0,999,F,45,255,2023-03-29 15:35:58
2812,UMUK5012558,IYDE,TS,change,2023,4,7A,27,1,5,7A,27,7,5,999,F,45,251,2023-03-29 15:38:22
2813,QXEG0550487,MZPH,GD,unload,2023,9,8D,2,7,1,8D,2,0,0,999,F,22,254,2023-03-29 15:35:14
2814,BKPM3037043,SSFG,GD,unload,2023,15,8B,27,4,4,8B,27,0,0,999,F,45,256,2023-03-29 15:35:37
2815,CRGN1084001,AIYA,GD,unload,2023,10,8D,23,2,1,8D,23,0,0,999,F,22,258,2023-03-29 15:37:09
2816,HEKU8596924,YOSU,GD,unload,2023,9,7A,27,8,5,7A,27,0,0,999,F,45,251,2023-03-29 15:37:08
2817,VFCY8799465,RRPF,TS,change,2023,14,8A,19,7,4,8A,19,2,5,999,F,45,255,2023-03-29 15:38:47
2818,BXSQ3300109,YOSU,GD,unload,2023,9,8C,13,9,3,8C,13,0,0,999,F,22,257,2023-03-29 15:37:27
2819,VYJZ7110832,ESQU,TS,change,2023,13,7C,13,4,5,7C,13,5,3,999,F,45,253,2023-03-29 15:36:58
2820,YKDG9605410,MZPH,TS,change,2023,9,8D,2,9,3,8D,2,7,1,999,F,22,254,2023-03-29 15:39:00
2821,VGLE2768793,PNFY,GD,unload,2023,12,7B,23,2,2,7B,23,0,0,999,F,45,252,2023-03-29 15:37:42
2822,ANOR2941333,YOSU,TS,change,2023,9,7A,27,1,4,7A,27,5,2,999,F,45,251,2023-03-29 15:38:19
2823,MXZI6755121,MPFG,TS,change,2023,9,7C,13,4,4,7C,13,7,3,999,F,45,253,2023-03-29 15:39:26
2824,JLGG6899481,YOSU,TS,change,2023,9,8D,29,8,3,8D,29,3,3,999,F,22,258,2023-03-29 15:39:42
2825,NRNB0109585,SSFG,TS,change,2023,15,8A,19,8,4,8A,19,5,3,999,F,45,255,2023-03-29 15:40:31
2826,WMUI0687931,MZPH,TS,change,2023,10,8D,2,9,2,8D,2,7,2,999,F,22,254,2023-03-29 15:39:06
2827,ITIR7819686,YOSU,TS,change,2023,9,8D,29,8,2,8D,29,6,3,999,F,22,258,2023-03-29 15:42:37
2828,RTAS1775551,TDZS,TS,change,2023,6,7C,13,4,3,7C,13,5,4,999,F,45,253,2023-03-29 15:40:11
2829,NMIC8068448,SSFG,GD,unload,2023,15,8C,10,9,3,8C,10,0,0,999,F,22,257,2023-03-29 15:45:50
2830,LIIF0050769,YOSU,GD,unload,2023,9,8D,29,8,1,8D,29,0,0,999,F,22,258,2023-03-29 15:42:06
2831,CSZQ6482241,NJLM,GD,unload,2023,31,8B,3,5,3,8B,3,0,0,999,F,45,256,2023-03-29 15:43:31
2832,IXZB6369573,PNFY,GD,unload,2023,11,8D,2,9,1,8D,2,0,0,999,F,22,254,2023-03-29 15:42:18
2833,JHTE5821087,JKPF,GD,unload,2023,8,8A,19,8,3,8A,19,0,0,999,F,45,255,2023-03-29 15:42:37
2834,JOSP9491307,CQFG,TS,change,2023,23,7C,13,4,2,7C,13,7,4,999,F,45,253,2023-03-29 15:43:30
2835,NZYK9966644,YOSU,GD,unload,2023,9,7B,29,6,5,7B,29,0,0,999,F,45,252,2023-03-29 15:42:45
2836,OPGE5428945,UXAF,TS,change,2023,7,7A,15,4,5,7A,17,1,5,999,F,45,251,2023-03-29 15:43:56
2837,DEXU8502781,YOSU,TS,change,2023,9,8C,22,5,2,8C,22,7,1,999,F,22,257,2023-03-29 15:45:42
2838,UYIP0639480,YOSU,TS,change,2023,9,8D,31,3,3,8D,31,6,3,999,F,22,258,2023-03-29 15:44:30
2839,JZKI6633795,ESQU,TS,change,2023,13,8A,19,9,4,8A,19,8,3,999,F,45,255,2023-03-29 15:46:12
2840,VSYV5135221,BWIK,GD,unload,2023,11,7C,13,4,1,7C,13,0,0,999,F,45,253,2023-03-29 15:44:42
2841,RFMJ6973763,RMOD,TS,change,2023,6,8B,13,9,1,8B,13,1,5,999,F,45,256,2023-03-29 15:45:10
2842,CHLA2967285,SSFG,TS,change,2023,15,8D,1,5,3,8D,1,3,2,999,F,22,254,2023-03-29 15:46:38
2843,ETTC8521177,IYDE,TS,change,2023,4,7A,13,2,5,7A,13,6,3,999,F,45,251,2023-03-29 15:49:01
2844,FVKX3573556,KMXV,TS,change,2023,15,7B,21,1,4,7B,21,6,4,999,F,45,252,2023-03-29 15:47:44
2845,ZXYZ6979314,SSFG,TS,change,2023,15,8D,1,5,2,8D,1,1,2,999,F,22,254,2023-03-29 15:48:54
2846,WXWY9680611,LRBX,TS,change,2023,15,8B,13,6,5,8B,13,9,1,999,F,45,256,2023-03-29 15:47:39
2847,SOTP6323473,YOSU,GD,unload,2023,9,8C,22,5,1,8C,22,0,0,999,F,22,257,2023-03-29 15:48:11
2848,OOAY3443609,YOSU,GD,unload,2023,9,8D,31,3,2,8D,31,0,0,999,F,22,258,2023-03-29 15:46:29
2849,OVPQ2739856,YOSU,TS,change,2023,9,7B,21,1,3,7B,21,2,5,999,F,45,252,2023-03-29 15:48:15
2850,NZPG0125261,TWYM,TS,change,2023,7,8A,9,4,5,8A,9,7,3,999,F,45,255,2023-03-29 15:49:23
2851,VOQC1589753,SKBN,GD,unload,2023,14,7C,15,1,5,7C,15,0,0,999,F,45,253,2023-03-29 15:48:03
2852,AQSB0493528,RMOD,TS,change,2023,6,8B,13,6,4,8B,13,9,2,999,F,45,256,2023-03-29 15:49:37
2853,QVKI4688086,SSFG,GD,unload,2023,15,8D,1,5,1,8D,1,0,0,999,F,22,254,2023-03-29 15:51:26
2854,EQPJ2639244,TWYM,TS,change,2023,7,8A,9,4,4,8A,9,7,4,999,F,45,255,2023-03-29 15:50:49
2855,CYYD7965008,UXAF,GD,unload,2023,7,7A,13,2,4,7A,13,0,0,999,F,45,251,2023-03-29 15:55:04
2856,EVYZ5935310,UZBS,GD,unload,2023,7,7B,21,1,2,7B,21,0,0,999,F,45,252,2023-03-29 15:50:30
2857,ASWV8878987,TDJI,TS,change,2023,8,7A,15,4,4,7A,15,3,1,999,F,45,251,2023-03-29 15:53:08
2858,AREQ0794947,UGAO,GD,unload,2023,11,8B,13,6,3,8B,13,0,0,999,F,45,256,2023-03-29 15:53:17
2859,VTTX6801158,TWYM,GD,unload,2023,7,8D,16,3,3,8D,16,0,0,999,F,22,258,2023-03-29 15:52:26
2860,EFTC4778016,SKBN,GD,unload,2023,14,8A,9,4,3,8A,9,0,0,999,F,45,255,2023-03-29 15:53:04
2861,NNIO5101388,YOSU,GD,unload,2023,9,7C,17,4,4,7C,17,0,0,999,F,45,253,2023-03-29 15:53:39
2862,SNCA8297073,RMOD,TS,change,2023,6,7A,15,4,3,7A,15,3,2,999,F,45,251,2023-03-29 15:55:07
2863,GUDG4720136,TPCT,TS,change,2023,14,7B,29,5,3,7B,29,1,1,999,F,45,252,2023-03-29 15:52:25
2864,KTGU6939019,YOSU,TS,change,2023,9,8A,9,6,5,8A,9,1,4,999,F,45,255,2023-03-29 15:54:40
2865,KGMP3938191,SKBN,TS,change,2023,12,7A,15,4,2,7A,15,3,3,999,F,45,251,2023-03-29 15:54:24
2866,MKBT7066245,MDHF,TS,change,2023,17,8B,13,5,5,8B,13,9,3,999,F,45,256,2023-03-29 15:56:58
2867,THXC1926767,UXAF,VL,unload,2023,7,7D,28,7,2,7D,28,0,0,353,F,22,254,2023-03-29 16:00:00
2868,OIQW4470968,JIAP,TS,change,2023,15,7B,29,5,2,7B,29,1,2,999,F,45,252,2023-03-29 15:56:58
2869,CHGZ6521288,AIYA,GD,unload,2023,8,8D,6,2,2,8D,6,0,0,999,F,22,258,2023-03-29 15:57:30
2870,BXOH3275869,JTRC,TS,change,2023,7,8A,9,6,4,8A,9,2,5,999,F,45,255,2023-03-29 15:56:58
2871,UNGJ9836559,UGAO,TS,change,2023,11,7C,31,6,3,7C,31,3,4,999,F,45,253,2023-03-29 16:00:36
2872,DNSN2643308,JTRC,GD,unload,2023,7,8D,5,4,2,8D,5,0,0,999,F,22,258,2023-03-29 15:58:04
2873,WAZT6002732,YOSU,GD,unload,2023,8,7A,15,4,1,7A,15,0,0,999,F,45,251,2023-03-29 15:59:14
2874,JUXR7322543,UGAO,GD,unload,2023,11,8B,13,5,4,8B,13,0,0,999,F,45,256,2023-03-29 15:58:32
2875,WHPC3725536,UGAO,GD,unload,2023,11,8A,9,6,3,8A,9,0,0,999,F,45,255,2023-03-29 15:59:39
2876,DVHZ2617826,AMXM,GD,unload,2023,7,7B,29,5,1,7B,29,0,0,999,F,45,252,2023-03-29 16:02:16
2877,EUXU0647648,GNOR,GD,unload,2023,8,7D,31,4,1,7D,31,0,0,999,F,22,254,2023-03-29 16:00:15
2878,BLZT5011842,UGAO,GD,unload,2023,11,7C,31,6,2,7C,31,0,0,999,F,45,253,2023-03-29 15:59:35
2879,MCEZ3843969,LRBX,TS,change,2023,15,8C,7,8,3,8C,7,7,2,999,F,22,257,2023-03-29 16:01:20
2880,GLND6537995,QSAT,TS,change,2023,21,7D,38,9,3,7D,38,6,1,999,F,22,258,2023-03-29 15:59:46
2881,GLND6537995,QSAT,TS,change,2023,21,7D,38,6,1,7D,38,4,3,999,F,22,258,2023-03-29 16:02:51
2882,LKQY8481988,UXAF,TS,change,2023,7,7B,31,4,5,7B,31,9,5,999,F,45,252,2023-03-29 16:03:04
2883,WDCO8732550,YZCI,TS,change,2023,11,7D,29,2,3,7D,29,7,2,999,F,22,254,2023-03-29 16:02:10
2884,PYHM4376966,SSFG,TS,change,2023,15,7C,29,5,3,7C,29,3,2,999,F,45,253,2023-03-29 16:02:58
2885,DYUE1643749,GMQD,TS,change,2023,7,7D,38,9,2,7D,38,6,1,999,F,22,258,2023-03-29 16:04:07
2886,DYUE1643749,GMQD,TS,change,2023,7,7D,38,6,1,7D,38,8,3,999,F,22,258,2023-03-29 16:03:29
2887,VSJJ8506568,SSFG,GD,unload,2023,15,8B,27,2,3,8B,27,0,0,999,F,45,256,2023-03-29 16:04:43
2888,ENGX3617066,IYDE,TS,change,2023,4,8A,21,3,1,8A,21,9,4,999,F,45,255,2023-03-29 16:03:04
2889,LBWO0653533,XQHP,GD,unload,2023,13,8C,7,8,2,8C,7,0,0,999,F,22,257,2023-03-29 16:03:33
2890,LXBV5913717,ODLQ,TS,change,2023,21,7B,31,4,4,7B,31,8,1,999,F,45,252,2023-03-29 16:03:47
2891,GVNR3161198,PNFY,GD,unload,2023,12,7D,38,9,1,7D,38,0,0,999,F,22,258,2023-03-29 16:04:37
2892,LXZE3019093,SSFG,TS,change,2023,15,7C,29,6,3,7C,29,3,3,999,F,45,253,2023-03-29 16:06:45
2893,NSCG7261293,ZKIE,TS,change,2023,13,7D,29,2,2,7D,29,6,2,999,F,22,254,2023-03-29 16:05:42
2894,PTAX1576891,YOSU,GD,unload,2023,9,7A,27,1,3,7A,27,0,0,999,F,45,251,2023-03-29 16:06:47
2895,WEXF0276811,SSFG,TS,change,2023,15,7B,31,4,3,7B,31,8,2,999,F,45,252,2023-03-29 16:04:49
2896,KQWP9250789,ZKIE,TS,change,2023,13,8A,21,6,5,8A,21,3,1,999,F,45,255,2023-03-29 16:06:37
2897,LCVV2105547,ZKIE,GD,unload,2023,13,7D,29,2,1,7D,29,0,0,999,F,22,254,2023-03-29 16:09:32
2898,HONQ8263043,IYDE,TS,change,2023,4,7A,27,3,5,7A,27,1,3,999,F,45,251,2023-03-29 16:09:26
2899,EVAX6186058,SSFG,TS,change,2023,15,7B,31,4,2,7B,31,8,3,999,F,45,252,2023-03-29 16:06:39
2900,HOVI6763564,SKBN,VU,load,2023,15,7C,29,0,0,7C,29,8,1,307,F,45,253,2023-03-29 16:07:56
2901,BSBQ4673536,AMXM,TS,change,2023,7,8A,21,6,4,8A,21,3,2,999,F,45,255,2023-03-29 16:06:33
2902,LCUW8404785,UXAF,TS,change,2023,7,7A,27,3,4,7A,27,5,3,999,F,45,251,2023-03-29 16:09:06
2903,FIYX5663045,SKBN,VU,load,2023,15,8B,27,0,0,8B,27,3,2,366,F,45,256,2023-03-29 16:12:32
2904,FFZC6329205,YZCI,TS,change,2023,11,7D,28,5,3,7D,28,4,1,999,F,22,258,2023-03-29 16:10:13
2905,KQMF2864996,PWBV,TS,change,2023,7,7D,17,9,3,7D,17,7,1,999,F,22,254,2023-03-29 16:08:54
2906,FFZC6329205,YZCI,TS,change,2023,11,7D,28,4,1,7D,28,1,3,999,F,22,258,2023-03-29 16:10:00
2907,CNRJ1143661,SSFG,TS,change,2023,15,7C,29,6,2,7C,29,3,4,999,F,45,253,2023-03-29 16:10:54
2908,LCAA4261850,YOSU,GD,unload,2023,9,7B,31,4,1,7B,31,0,0,999,F,45,252,2023-03-29 16:11:00
2909,GUHQ0504503,ORGJ,TS,change,2023,15,7A,27,3,3,7A,27,5,4,999,F,45,251,2023-03-29 16:09:44
2910,FGAX4973363,XQHP,TS,change,2023,13,7D,28,5,2,7D,28,9,2,999,F,22,258,2023-03-29 16:09:51
2911,OVDW9351920,JKPF,TS,change,2023,6,7D,17,9,2,7D,17,7,2,999,F,22,254,2023-03-29 16:11:48
2912,XRWB7714511,UXAF,TS,change,2023,7,8A,27,3,5,8A,27,9,5,999,F,45,255,2023-03-29 16:11:26
2913,JGRA2021019,SKBN,VU,load,2023,15,7C,29,0,0,7C,29,8,2,384,F,45,253,2023-03-29 16:10:53
2914,MOSD4925688,XQHP,GD,unload,2023,13,7D,28,5,1,7D,28,0,0,999,F,22,258,2023-03-29 16:13:19
2915,ICBT6738011,XQHP,GD,unload,2023,13,7A,27,3,2,7A,27,0,0,999,F,45,251,2023-03-29 16:13:17
2916,NYJQ9840257,YOSU,TS,change,2023,9,8B,19,2,4,8B,19,6,3,999,F,45,256,2023-03-29 16:14:11
2917,BOQD7903030,GMQD,GD,unload,2023,6,7D,17,9,1,7D,17,0,0,999,F,22,254,2023-03-29 16:14:44
